Vid_id,adview
VID_1054,21.397113095238097
VID_18629,21.04662500000001
VID_13967,19.557642316017315
VID_19442,73.74167370129868
VID_770,57.4029345238095
VID_10315,24.532166666666654
VID_7417,45.09701434676435
VID_17788,35.650585678210675
VID_14591,24.87962103174604
VID_1228,47.05195238095238
VID_10153,21.733089285714286
VID_5667,20.26604761904761
VID_22775,71.54583649683649
VID_8353,111.19573845598842
VID_486,25.42851857864358
VID_17460,51.41903021978022
VID_5867,22.673412698412704
VID_15951,27.222501984126975
VID_14890,28.351597582972587
VID_7219,17.317875
VID_20045,74.7682326007326
VID_11874,33.44510353535354
VID_1208,61.073422619047605
VID_4529,16.29486507936508
VID_6793,31.5007242063492
VID_18254,39.81338736263736
VID_11155,47.60412301587302
VID_12257,24.241776862026864
VID_4207,26.911924603174615
VID_23276,45.81368650793652
VID_18261,20.551059523809528
VID_11536,38.898800782550786
VID_6429,18.226202741702743
VID_9277,89.37826388888888
VID_517,28.023202380952377
VID_11291,12.160075396825398
VID_11265,19.867281746031743
VID_632,24.409531746031753
VID_13587,12.814440476190477
VID_16439,69.2781949023199
VID_14888,54.65270779220779
VID_3207,18.84828311965812
VID_9352,58.81533974358973
VID_3286,28.529678932178935
VID_19592,36.03606150793651
VID_15582,26.339281746031755
VID_15269,27.20070238095239
VID_5703,15.874361111111112
VID_22315,57.84874603174603
VID_14939,44.10204563492064
VID_18277,48.452857142857155
VID_1684,23.397341269841277
VID_14842,19.95355158730159
VID_635,20.279369047619053
VID_19621,51.077107600732596
VID_2006,81.61479807692305
VID_2427,264.36292694805206
VID_3232,29.082015873015877
VID_17944,18.066486111111118
VID_19507,56.336642135642144
VID_6745,44.88539006826506
VID_8446,137.7702326007326
VID_17593,18.70745238095238
VID_21611,19.88496626984128
VID_16242,23.03082142857142
VID_23409,62.52363736263733
VID_22950,65.65251831501828
VID_15401,20.10357142857143
VID_7634,26.226359126984125
VID_4283,28.2801507936508
VID_20020,168.25782611832616
VID_13334,20.20736507936508
VID_17504,75.73301831501828
VID_22854,31.66034523809524
VID_4396,16.275101190476192
VID_7426,48.02049053724053
VID_1941,34.75878571428571
VID_22447,48.73950198412697
VID_13156,74.86271077533576
VID_6361,20.43903174603175
VID_1601,57.98264682539681
VID_5787,18.468107142857146
VID_15044,137.44898845598843
VID_18511,23.435779761904765
VID_17965,14.24420634920635
VID_20023,54.507381410256414
VID_20294,22.553549603174602
VID_4284,18.797178571428574
VID_6333,17.430277777777782
VID_4459,31.310948412698423
VID_7896,57.4277591158841
VID_14003,143.2443331529582
VID_22518,241.3949231601732
VID_12272,19.884898809523808
VID_1002,16.72903571428571
VID_2801,63.759301587301614
VID_85,51.223531746031746
VID_17535,24.21226984126984
VID_16710,29.944295634920646
VID_7899,23.055037698412704
VID_3336,27.765236111111108
VID_966,69.27857539682537
VID_15920,64.40137301587302
VID_9048,31.757411796536804
VID_10819,33.81432070707071
VID_9004,30.60056746031747
VID_8038,94.17983379120876
VID_22273,56.596144841269826
VID_9597,81.90016865079365
VID_405,20.169031746031745
VID_6857,21.14724404761905
VID_745,63.774744047619045
VID_22181,97.24699837662338
VID_2452,107.11031349206348
VID_16534,72.87343253968254
VID_8504,48.94819516594515
VID_6211,33.25038293650795
VID_7421,20.296948412698413
VID_19004,39.91051434676436
VID_21560,119.504875
VID_6904,23.180902777777778
VID_10068,11.452797619047617
VID_3831,43.150814935064936
VID_523,38.00173855311356
VID_21181,56.84081944444444
VID_9556,85.03262265512265
VID_1140,56.692726190476186
VID_18078,25.45639285714286
VID_13326,64.66553715728715
VID_21883,28.517124999999997
VID_18044,20.666059523809526
VID_11715,47.28366712454212
VID_7741,35.84560164835166
VID_23167,15.263468253968254
VID_4147,22.504686507936515
VID_12377,22.171408730158724
VID_16014,30.43701785714286
VID_21928,32.235464743589745
VID_22002,31.179155219780217
VID_19194,22.603549603174603
VID_17892,54.78771428571428
VID_19234,39.91302625152624
VID_1790,170.47039331501827
VID_7878,55.635940934065914
VID_6945,125.90561345598844
VID_17600,18.132500000000004
VID_7502,40.11857738095239
VID_11761,82.87586507936507
VID_578,15.663718253968254
VID_2068,88.85879365079361
VID_10591,23.75725396825396
VID_1300,37.4957619047619
VID_2950,35.51014484126985
VID_12930,88.79980555555554
VID_22247,67.99589602064603
VID_4330,18.367531746031748
VID_14398,20.87853968253968
VID_8506,55.456901251526254
VID_12462,42.81869841269841
VID_21697,242.27284559884572
VID_14574,16.916666666666668
VID_14171,67.6922876984127
VID_22620,22.877861111111116
VID_5642,25.75089682539681
VID_12689,17.309531746031745
VID_3676,19.323972222222224
VID_23515,45.86987770562769
VID_11336,124.26597492784991
VID_8360,110.98021230158729
VID_14293,56.099892857142876
VID_7088,43.27575992063491
VID_11588,15.694948412698409
VID_12193,47.01273801198799
VID_18944,68.52098015873014
VID_14220,25.49603174603175
VID_2589,37.57623909423909
VID_17644,92.02595436507933
VID_20263,31.839913419913415
VID_15204,11.524474206349208
VID_6855,27.40641666666667
VID_19306,26.01914484126985
VID_20132,64.73092578255077
VID_18477,22.95448214285715
VID_4562,104.45577849927848
VID_17001,46.8688695054945
VID_6858,18.877732142857145
VID_20250,21.584136904761905
VID_22484,46.666920995671
VID_2358,49.03781277056276
VID_17132,53.745803571428596
VID_19635,21.58363293650794
VID_20188,48.5783695054945
VID_1272,60.991023809523774
VID_2390,23.218575396825393
VID_10914,14.214604797979801
VID_9647,137.9825221861472
VID_11219,66.27294688644687
VID_13260,58.156311965811966
VID_21600,57.020554029304
VID_12441,26.053350649350644
VID_15261,11.059488095238093
VID_11540,17.67744642857143
VID_20101,54.688456349206355
VID_3909,38.44815079365078
VID_14409,236.15541901154404
VID_10430,26.287043650793645
VID_8148,41.531376984127
VID_9579,81.37463888888888
VID_12302,11.725505952380955
VID_7161,63.678746031746
VID_17471,103.00795833333333
VID_13296,30.11629761904761
VID_1935,29.03282738095238
VID_23277,21.81238528138528
VID_20389,35.09336435786436
